Car_Number,Arrive,Depart,Wait,Direction
1153,24043,24050,7,E
1152,24031,24050,19,W
1154,24047,24052,5,W
1157,24063,24064,1,E
1158,24063,24064,1,W
1159,24079,24080,1,W
1160,24083,24084,1,E
1163,24095,24096,1,W
1164,24103,24104,1,E
1155,24054,24106,52,N
1156,24056,24106,50,S
1161,24084,24108,24,N
1162,24089,24108,19,S
1166,24114,24114,0,N
1167,24122,24122,0,S
1172,24144,24144,0,N
1168,24123,24150,27,E
1165,24111,24150,39,W
1170,24143,24152,9,E
1169,24127,24152,25,W
1171,24143,24154,11,W
1174,24159,24160,1,W
1175,24163,24164,1,E
1177,24175,24176,1,W
1178,24183,24184,1,E
1180,24191,24192,1,W
1181,24203,24204,1,E
1183,24207,24208,1,W
1176,24174,24210,36,N
1173,24155,24210,55,S
1182,24204,24212,8,N
1179,24188,24212,24,S
1184,24221,24222,1,S
1187,24234,24234,0,N
1190,24254,24254,0,S
1185,24223,24256,33,E
1186,24223,24256,33,W
1189,24243,24258,15,E
1188,24239,24258,19,W
1191,24255,24260,5,W
1192,24263,24264,1,E
1194,24271,24272,1,W
1195,24283,24284,1,E
1197,24287,24288,1,W
1199,24303,24304,1,E
1200,24303,24304,1,W
1193,24264,24316,52,N
1196,24287,24316,29,S
1198,24294,24318,24,N
1202,24320,24320,0,S
1204,24324,24324,0,N
1209,24354,24354,0,N
1208,24353,24354,1,S
1203,24323,24360,37,E
1201,24319,24360,41,W
1206,24343,24362,19,E
1205,24335,24362,27,W
1210,24363,24364,1,E
1207,24351,24364,13,W
1211,24367,24368,1,W
1212,24383,24384,1,E
1213,24383,24384,1,W
1216,24399,24400,1,W
1217,24403,24404,1,E
1219,24415,24416,1,W
1214,24384,24420,36,N
1215,24386,24420,34,S
1218,24414,24422,8,N
1220,24419,24422,3,S
1224,24444,24444,0,N
1226,24452,24452,0,S
1221,24423,24466,43,E
1222,24431,24466,35,W
1223,24443,24468,25,E
1225,24447,24468,21,W
1227,24463,24470,7,E
1228,24463,24470,7,W
1230,24479,24480,1,W
1231,24483,24484,1,E
1233,24495,24496,1,W
1234,24503,24504,1,E
1236,24511,24512,1,W
1238,24523,24524,1,E
1229,24474,24526,52,N
1232,24485,24526,41,S
1235,24504,24528,24,N
1237,24518,24528,10,S
1240,24534,24534,0,N
1243,24551,24552,1,S
1246,24564,24564,0,N
1241,24543,24570,27,E
1239,24527,24570,43,W
1245,24563,24572,9,E
1242,24543,24572,29,W
1244,24559,24574,15,W
1247,24575,24576,1,W
1248,24583,24584,1,E
1250,24591,24592,1,W
1252,24603,24604,1,E
1253,24607,24608,1,W
1255,24623,24624,1,E
1256,24623,24624,1,W
1251,24594,24630,36,N
1249,24584,24630,46,S
1257,24624,24632,8,N
1254,24617,24632,15,S
1260,24650,24650,0,S
1261,24654,24654,0,N
1259,24643,24676,33,E
1258,24639,24676,37,W
1263,24663,24678,15,E
1262,24655,24678,23,W
1264,24671,24680,9,W
1266,24683,24684,1,E
1268,24687,24688,1,W
1269,24703,24704,1,E
1270,24703,24704,1,W
1273,24719,24720,1,W
1274,24723,24724,1,E
1267,24684,24736,52,N
1265,24683,24736,53,S
1271,24714,24738,24,N
1272,24716,24738,22,S
1277,24744,24744,0,N
1278,24749,24750,1,S
1282,24774,24774,0,N
1276,24743,24780,37,E
1275,24735,24780,45,W
1280,24763,24782,19,E
1279,24751,24782,31,W
1284,24783,24784,1,E
1281,24767,24784,17,W
1285,24783,24786,3,W
1286,24799,24800,1,W
1287,24803,24804,1,E
1290,24815,24816,1,W
1291,24823,24824,1,E
1292,24831,24832,1,W
1288,24804,24840,36,N
1283,24782,24840,58,S
1293,24834,24842,8,N
1289,24815,24842,27,S
1296,24848,24848,0,S
1299,24864,24864,0,N
1301,24881,24882,1,S
1294,24843,24886,43,E
1295,24847,24886,39,W
1297,24863,24888,25,E
1298,24863,24888,25,W
1302,24883,24890,7,E
1300,24879,24890,11,W
1304,24895,24896,1,W
1305,24903,24904,1,E
1306,24911,24912,1,W
1308,24923,24924,1,E
1310,24927,24928,1,W
1311,24943,24944,1,E
1312,24943,24944,1,W
1303,24894,24946,52,N
1307,24914,24946,32,S
1309,24924,24948,24,N
1313,24947,24948,1,S
1314,24954,24954,0,N
1318,24980,24980,0,S
1320,24984,24984,0,N
1316,24963,24990,27,E
1315,24959,24990,31,W
1319,24983,24992,9,E
1317,24975,24992,17,W
1321,24991,24994,3,W
1322,25003,25004,1,E
1323,25007,25008,1,W
1326,25023,25024,1,E
1327,25023,25024,1,W
1328,25039,25040,1,W
1329,25043,25044,1,E
1325,25014,25050,36,N
1324,25013,25050,37,S
1330,25044,25052,8,N
1331,25046,25052,6,S
1335,25074,25074,0,N
1336,25079,25080,1,S
1333,25063,25096,33,E
1332,25055,25096,41,W
1337,25083,25098,15,E
1334,25071,25098,27,W
1338,25087,25100,13,W
1339,25103,25104,1,E
1340,25103,25104,1,W
1343,25119,25120,1,W
1344,25123,25124,1,E
1346,25135,25136,1,W
1347,25143,25144,1,E
1349,25151,25152,1,W
1341,25104,25156,52,N
1342,25112,25156,44,S
1345,25134,25158,24,N
1348,25145,25158,13,S
1351,25164,25164,0,N
1353,25178,25178,0,S
1356,25194,25194,0,N
1350,25163,25200,37,E
1352,25167,25200,33,W
1354,25183,25202,19,E
1355,25183,25202,19,W
1358,25203,25204,1,E
1357,25199,25204,5,W
1360,25215,25216,1,W
1361,25218,25218,0,E
1363,25227,25228,1,W
1364,25233,25234,1,E
1366,25239,25240,1,W
1368,25248,25248,0,E
1369,25251,25252,1,W
1362,25224,25260,36,N
1359,25211,25260,49,S
1367,25246,25262,16,N
1365,25235,25262,27,S
1370,25259,25264,5,S
1373,25268,25268,0,N
1376,25283,25284,1,S
1378,25290,25290,0,N
1371,25263,25306,43,E
1372,25263,25306,43,W
1375,25278,25308,30,E
1374,25275,25308,33,W
1379,25293,25310,17,E
1377,25287,25310,23,W
1382,25308,25312,4,E
1380,25299,25312,13,W
1383,25311,25314,3,W
1385,25323,25324,1,E
1386,25323,25324,1,W
1389,25335,25336,1,W
1390,25338,25338,0,E
1391,25347,25348,1,W
1392,25353,25354,1,E
1395,25359,25360,1,W
1384,25312,25366,54,N
1381,25307,25366,59,S
1388,25334,25368,34,N
1387,25331,25368,37,S
1394,25356,25370,14,N
1393,25355,25370,15,S
1398,25378,25378,0,N
1399,25379,25380,1,S
1404,25400,25400,0,N
1405,25403,25404,1,S
1396,25368,25410,42,E
1397,25371,25410,39,W
1400,25383,25412,29,E
1401,25383,25412,29,W
1403,25398,25414,16,E
1402,25395,25414,19,W
1407,25413,25416,3,E
1406,25407,25416,9,W
1408,25419,25420,1,W
1411,25428,25428,0,E
1412,25431,25432,1,W
1413,25443,25444,1,E
1414,25443,25444,1,W
1417,25455,25456,1,W
1418,25458,25458,0,E
1420,25467,25468,1,W
1409,25422,25470,48,N
1410,25427,25470,43,S
1415,25444,25472,28,N
1416,25451,25472,21,S
1419,25466,25474,8,N
1422,25475,25476,1,S
1424,25488,25488,0,N
1427,25499,25500,1,S
1430,25510,25510,0,N
1421,25473,25516,43,E
1423,25479,25516,37,W
1425,25488,25518,30,E
1426,25491,25518,27,W
1428,25503,25520,17,E
1429,25503,25520,17,W
1432,25518,25522,4,E
1431,25515,25522,7,W
1434,25527,25528,1,W
1436,25533,25534,1,E
1437,25539,25540,1,W
1439,25548,25548,0,E
1440,25551,25552,1,W
1442,25563,25564,1,E
1443,25563,25564,1,W
1435,25532,25576,44,N
1433,25523,25576,53,S
1441,25554,25578,24,N
1438,25547,25578,31,S
1446,25576,25580,4,N
1444,25571,25580,9,S
1450,25595,25596,1,S
1451,25598,25598,0,N
1447,25578,25620,42,E
1445,25575,25620,45,W
1449,25593,25622,29,E
1448,25587,25622,35,W
1453,25608,25624,16,E
1452,25599,25624,25,W
1457,25623,25626,3,E
1454,25611,25626,15,W
1458,25623,25628,5,W
1459,25635,25636,1,W
1460,25638,25638,0,E
1463,25647,25648,1,W
1464,25653,25654,1,E
1465,25659,25660,1,W
1468,25668,25668,0,E
1469,25671,25672,1,W
1456,25620,25680,60,N
1455,25619,25680,61,S
1461,25642,25682,40,N
1462,25643,25682,39,S
1466,25664,25684,20,N
1467,25667,25684,17,S
1472,25686,25686,0,N
1473,25691,25692,1,S
1477,25708,25708,0,N
1479,25715,25716,1,S
1470,25683,25726,43,E
1471,25683,25726,43,W
1475,25698,25728,30,E
1474,25695,25728,33,W
1478,25713,25730,17,E
1476,25707,25730,23,W
1481,25728,25732,4,E
1480,25719,25732,13,W
1483,25731,25734,3,W
1485,25743,25744,1,E
1486,25743,25744,1,W
1488,25755,25756,1,W
1489,25758,25758,0,E
1491,25767,25768,1,W
1492,25773,25774,1,E
1494,25779,25780,1,W
1482,25730,25786,56,N
1484,25739,25786,47,S
1487,25752,25788,36,N
1490,25763,25788,25,S
1493,25774,25790,16,N
1495,25787,25790,3,S
1498,25796,25796,0,N
1501,25811,25812,1,S
1503,25818,25818,0,N
1496,25788,25830,42,E
1497,25791,25830,39,W
1499,25803,25832,29,E
1500,25803,25832,29,W
1504,25818,25834,16,E
1502,25815,25834,19,W
1506,25833,25836,3,E
1505,25827,25836,9,W
1508,25839,25840,1,W
1510,25848,25848,0,E
1511,25851,25852,1,W
1514,25863,25864,1,E
1515,25863,25864,1,W
1516,25875,25876,1,W
1517,25878,25878,0,E
1520,25887,25888,1,W
1509,25840,25890,50,N
1507,25835,25890,55,S
1513,25862,25892,30,N
1512,25859,25892,33,S
1519,25884,25894,10,N
1518,25883,25894,11,S
1523,25906,25906,0,N
1524,25907,25908,1,S
1529,25928,25928,0,N
1530,25931,25932,1,S
1521,25893,25936,43,E
1522,25899,25936,37,W
1525,25908,25938,30,E
1526,25911,25938,27,W
1527,25923,25940,17,E
1528,25923,25940,17,W
1532,25938,25942,4,E
1531,25935,25942,7,W
1533,25947,25948,1,W
1535,25953,25954,1,E
1537,25959,25960,1,W
1538,25968,25968,0,E
1539,25971,25972,1,W
1542,25983,25984,1,E
1543,25983,25984,1,W
1534,25950,25996,46,N
1536,25955,25996,41,S
1540,25972,25998,26,N
1541,25979,25998,19,S
1544,25994,26000,6,N
1547,26003,26004,1,S
1550,26016,26016,0,N
1552,26027,26028,1,S
1555,26038,26038,0,N
1546,25998,26040,42,E
1545,25995,26040,45,W
1549,26013,26042,29,E
1548,26007,26042,35,W
1553,26028,26044,16,E
1551,26019,26044,25,W
1556,26043,26046,3,E
1554,26031,26046,15,W
1557,26043,26048,5,W
1559,26055,26056,1,W
1560,26058,26058,0,E
1562,26067,26068,1,W
1563,26073,26074,1,E
1565,26079,26080,1,W
1567,26088,26088,0,E
1568,26091,26092,1,W
1561,26060,26100,40,N
1558,26051,26100,49,S
1566,26082,26102,20,N
1564,26075,26102,27,S
1572,26104,26104,0,N
1569,26099,26104,5,S
1575,26123,26124,1,S
1576,26126,26126,0,N
1570,26103,26146,43,E
1571,26103,26146,43,W
1574,26118,26148,30,E
1573,26115,26148,33,W
1578,26133,26150,17,E
1577,26127,26150,23,W
1582,26148,26152,4,E
1579,26139,26152,13,W
1583,26151,26154,3,W
1584,26163,26164,1,E
1585,26163,26164,1,W
1588,26175,26176,1,W
1589,26178,26178,0,E
1590,26187,26188,1,W
1592,26193,26194,1,E
1594,26199,26200,1,W
1581,26148,26206,58,N
1580,26147,26206,59,S
1586,26170,26208,38,N
1587,26171,26208,37,S
1591,26192,26210,18,N
1593,26195,26210,15,S
1597,26214,26214,0,N
1598,26219,26220,1,S
1602,26236,26236,0,N
1604,26243,26244,1,S
1595,26208,26250,42,E
1596,26211,26250,39,W
1599,26223,26252,29,E
1600,26223,26252,29,W
1603,26238,26254,16,E
1601,26235,26254,19,W
1606,26253,26256,3,E
1605,26247,26256,9,W
1608,26259,26260,1,W
1610,26268,26268,0,E
1611,26271,26272,1,W
1613,26283,26284,1,E
1614,26283,26284,1,W
1616,26295,26296,1,W
1617,26298,26298,0,E
1619,26307,26308,1,W
1607,26258,26310,52,N
1609,26267,26310,43,S
1612,26280,26312,32,N
1615,26291,26312,21,S
1618,26302,26314,12,N
1621,26315,26316,1,S
1623,26324,26324,0,N
1626,26339,26340,1,S
1629,26346,26346,0,N
1620,26313,26356,43,E
1622,26319,26356,37,W
1624,26328,26358,30,E
1625,26331,26358,27,W
1627,26343,26360,17,E
1628,26343,26360,17,W
1631,26358,26362,4,E
1630,26355,26362,7,W
1633,26367,26368,1,W
1635,26373,26374,1,E
1636,26379,26380,1,W
1638,26388,26388,0,E
1640,26391,26392,1,W
1641,26403,26404,1,E
1642,26403,26404,1,W
1634,26368,26416,48,N
1632,26363,26416,53,S
1639,26390,26418,28,N
1637,26387,26418,31,S
1644,26412,26420,8,N
1643,26411,26420,9,S
1649,26434,26434,0,N
1650,26435,26436,1,S
1654,26456,26456,0,N
1646,26418,26460,42,E
1645,26415,26460,45,W
1648,26433,26462,29,E
1647,26427,26462,35,W
1652,26448,26464,16,E
1651,26439,26464,25,W
1656,26463,26466,3,E
1653,26451,26466,15,W
1657,26463,26468,5,W
1658,26475,26476,1,W
1660,26478,26478,0,E
1662,26487,26488,1,W
1663,26493,26494,1,E
1664,26499,26500,1,W
1667,26508,26508,0,E
1668,26511,26512,1,W
1659,26478,26520,42,N
1655,26459,26520,61,S
1665,26500,26522,22,N
1661,26483,26522,39,S
1669,26522,26524,2,N
1666,26507,26524,17,S
1672,26531,26532,1,S
1675,26544,26544,0,N
1678,26555,26556,1,S
1670,26523,26566,43,E
1671,26523,26566,43,W
1674,26538,26568,30,E
1673,26535,26568,33,W
1677,26553,26570,17,E
1676,26547,26570,23,W
1681,26568,26572,4,E
1679,26559,26572,13,W
1682,26571,26574,3,W
1684,26583,26584,1,E
1685,26583,26584,1,W
1687,26595,26596,1,W
1688,26598,26598,0,E
1690,26607,26608,1,W
1692,26613,26614,1,E
1693,26619,26620,1,W
1680,26566,26626,60,N
1683,26579,26626,47,S
1686,26588,26628,40,N
1689,26603,26628,25,S
1691,26610,26630,20,N
1694,26627,26630,3,S
1697,26632,26632,0,N
1700,26651,26652,1,S
1701,26654,26654,0,N
1695,26628,26670,42,E
1696,26631,26670,39,W
1698,26643,26672,29,E
1699,26643,26672,29,W
1703,26658,26674,16,E
1702,26655,26674,19,W
1705,26673,26676,3,E
1704,26667,26676,9,W
1708,26679,26680,1,W
1709,26688,26688,0,E
1710,26691,26692,1,W
1713,26703,26704,1,E
1714,26703,26704,1,W
1715,26715,26716,1,W
1716,26718,26718,0,E
1719,26727,26728,1,W
1707,26676,26730,54,N
1706,26675,26730,55,S
1711,26698,26732,34,N
1712,26699,26732,33,S
1717,26720,26734,14,N
1718,26723,26734,11,S
1722,26742,26742,0,N
1723,26747,26748,1,S
1728,26764,26764,0,N
1729,26771,26772,1,S
1720,26733,26776,43,E
1721,26739,26776,37,W
1724,26748,26778,30,E
1725,26751,26778,27,W
1726,26763,26780,17,E
1727,26763,26780,17,W
1731,26778,26782,4,E
1730,26775,26782,7,W
1733,26787,26788,1,W
1734,26793,26794,1,E
1736,26799,26800,1,W
1738,26808,26808,0,E
1739,26811,26812,1,W
1741,26823,26824,1,E
1742,26823,26824,1,W
1732,26786,26836,50,N
1735,26795,26836,41,S
1737,26808,26838,30,N
1740,26819,26838,19,S
1743,26830,26840,10,N
1746,26843,26844,1,S
1748,26852,26852,0,N
1751,26867,26868,1,S
1754,26874,26874,0,N
1745,26838,26880,42,E
1744,26835,26880,45,W
1749,26853,26882,29,E
1747,26847,26882,35,W
1752,26868,26884,16,E
1750,26859,26884,25,W
1755,26883,26886,3,E
1753,26871,26886,15,W
1756,26883,26888,5,W
1758,26895,26896,1,W
1760,26898,26898,0,E
1761,26907,26908,1,W
1762,26913,26914,1,E
1765,26919,26920,1,W
1766,26928,26928,0,E
1767,26931,26932,1,W
1759,26896,26940,44,N
1757,26891,26940,49,S
1764,26918,26942,24,N
1763,26915,26942,27,S
1769,26940,26944,4,N
1768,26939,26944,5,S
1774,26962,26962,0,N
1775,26963,26964,1,S
1779,26984,26984,0,N
1770,26943,26986,43,E
1771,26943,26986,43,W
1773,26958,26988,30,E
1772,26955,26988,33,W
1777,26973,26990,17,E
1776,26967,26990,23,W
1781,26988,26992,4,E
1778,26979,26992,13,W
1782,26991,26994,3,W
1783,27003,27004,1,E
1784,27003,27004,1,W
1787,27015,27016,1,W
1788,27018,27018,0,E
1789,27027,27028,1,W
1791,27033,27034,1,E
1793,27039,27040,1,W
1785,27006,27046,40,N
1780,26987,27046,59,S
1790,27028,27048,20,N
1786,27011,27048,37,S
1795,27050,27050,0,N
1792,27035,27050,15,S
1797,27059,27060,1,S
1800,27072,27072,0,N
1803,27083,27084,1,S
1794,27048,27090,42,E
1796,27051,27090,39,W
1798,27063,27092,29,E
1799,27063,27092,29,W
1802,27078,27094,16,E
1801,27075,27094,19,W
1805,27093,27096,3,E
1804,27087,27096,9,W
1807,27099,27100,1,W
1809,27108,27108,0,E
1810,27111,27112,1,W
1812,27123,27124,1,E
1813,27123,27124,1,W
1815,27135,27136,1,W
1817,27138,27138,0,E
1818,27147,27148,1,W
1806,27094,27150,56,N
1808,27107,27150,43,S
1811,27116,27152,36,N
1814,27131,27152,21,S
1816,27138,27154,16,N
1820,27155,27156,1,S
1822,27160,27160,0,N
1825,27179,27180,1,S
1826,27182,27182,0,N
1819,27153,27196,43,E
1821,27159,27196,37,W
1823,27168,27198,30,E
1824,27171,27198,27,W
1827,27183,27200,17,E
1828,27183,27200,17,W
1830,27198,27202,4,E
1829,27195,27202,7,W
1833,27207,27208,1,W
1834,27213,27214,1,E
1835,27219,27220,1,W
1838,27228,27228,0,E
1839,27231,27232,1,W
1840,27243,27244,1,E
1841,27243,27244,1,W
1832,27204,27256,52,N
1831,27203,27256,53,S
1836,27226,27258,32,N
1837,27227,27258,31,S
1842,27248,27260,12,N
1843,27251,27260,9,S
1847,27270,27270,0,N
1849,27275,27276,1,S
1853,27292,27292,0,N
1845,27258,27300,42,E
1844,27255,27300,45,W
1848,27273,27302,29,E
1846,27267,27302,35,W
1851,27288,27304,16,E
1850,27279,27304,25,W
1855,27303,27306,3,E
1852,27291,27306,15,W
1856,27303,27308,5,W
1858,27315,27316,1,W
1859,27318,27318,0,E
1861,27327,27328,1,W
1862,27333,27334,1,E
1864,27339,27340,1,W
1866,27348,27348,0,E
1867,27351,27352,1,W
1857,27314,27360,46,N
1854,27299,27360,61,S
1863,27336,27362,26,N
1860,27323,27362,39,S
1868,27358,27364,6,N
1865,27347,27364,17,S
1871,27371,27372,1,S
1874,27380,27380,0,N
1877,27395,27396,1,S
1879,27402,27402,0,N
1869,27363,27406,43,E
1870,27363,27406,43,W
1873,27378,27408,30,E
1872,27375,27408,33,W
1876,27393,27410,17,E
1875,27387,27410,23,W
1880,27408,27412,4,E
1878,27399,27412,13,W
1881,27411,27414,3,W
1883,27423,27424,1,E
1884,27423,27424,1,W
1886,27435,27436,1,W
1887,27438,27438,0,E
1890,27447,27448,1,W
1891,27453,27454,1,E
1892,27459,27460,1,W
1885,27424,27466,42,N
1882,27419,27466,47,S
1889,27446,27468,22,N
1888,27443,27468,25,S
1894,27468,27470,2,N
1893,27467,27470,3,S
1899,27490,27490,0,N
1900,27491,27492,1,S
1895,27468,27510,42,E
1896,27471,27510,39,W
1897,27483,27512,29,E
1898,27483,27512,29,W
1902,27498,27514,16,E
1901,27495,27514,19,W
1905,27513,27516,3,E
1903,27507,27516,9,W
1907,27519,27520,1,W
1908,27528,27528,0,E
1909,27531,27532,1,W
1912,27543,27544,1,E
1913,27543,27544,1,W
1914,27555,27556,1,W
1916,27558,27558,0,E
1918,27567,27568,1,W
1904,27512,27570,58,N
1906,27515,27570,55,S
1910,27534,27572,38,N
1911,27539,27572,33,S
1915,27556,27574,18,N
1917,27563,27574,11,S
1920,27578,27578,0,N
1922,27587,27588,1,S
1925,27600,27600,0,N
1928,27611,27612,1,S
1919,27573,27616,43,E
1921,27579,27616,37,W
1923,27588,27618,30,E
1924,27591,27618,27,W
1926,27603,27620,17,E
1927,27603,27620,17,W
1930,27618,27622,4,E
1929,27615,27622,7,W
1932,27627,27628,1,W
1933,27633,27634,1,E
1935,27639,27640,1,W
1937,27648,27648,0,E
1938,27651,27652,1,W
1940,27663,27664,1,E
1941,27663,27664,1,W
1931,27622,27676,54,N
1934,27635,27676,41,S
1936,27644,27678,34,N
1939,27659,27678,19,S
1942,27666,27680,14,N
1945,27683,27684,1,S
1947,27688,27688,0,N
1950,27707,27708,1,S
1952,27710,27710,0,N
1944,27678,27720,42,E
1943,27675,27720,45,W
1948,27693,27722,29,E
1946,27687,27722,35,W
1951,27708,27724,16,E
1949,27699,27724,25,W
1954,27723,27726,3,E
1953,27711,27726,15,W
1955,27723,27728,5,W
1958,27735,27736,1,W
1959,27738,27738,0,E
1960,27747,27748,1,W
1961,27753,27754,1,E
1964,27759,27760,1,W
1965,27768,27768,0,E
1966,27771,27772,1,W
1957,27732,27780,48,N
1956,27731,27780,49,S
1962,27754,27782,28,N
1963,27755,27782,27,S
1967,27776,27784,8,N
1968,27779,27784,5,S
1972,27798,27798,0,N
1974,27803,27804,1,S
1978,27820,27820,0,N
1969,27783,27826,43,E
1970,27783,27826,43,W
1973,27798,27828,30,E
1971,27795,27828,33,W
1976,27813,27830,17,E
1975,27807,27830,23,W
1980,27828,27832,4,E
1977,27819,27832,13,W
1981,27831,27834,3,W
1983,27843,27844,1,E
1984,27843,27844,1,W
1986,27855,27856,1,W
1987,27858,27858,0,E
1989,27867,27868,1,W
1990,27873,27874,1,E
1992,27879,27880,1,W
1982,27842,27886,44,N
1979,27827,27886,59,S
1988,27864,27888,24,N
1985,27851,27888,37,S
1993,27886,27890,4,N
1991,27875,27890,15,S
1996,27899,27900,1,S
1999,27908,27908,0,N
2002,27923,27924,1,S
1994,27888,27930,42,E
1995,27891,27930,39,W
1997,27903,27932,29,E
1998,27903,27932,29,W
2001,27918,27934,16,E
2000,27915,27934,19,W
2005,27933,27936,3,E
2003,27927,27936,9,W
2006,27939,27940,1,W
2008,27948,27948,0,E
2009,27951,27952,1,W
2011,27963,27964,1,E
2012,27963,27964,1,W
2015,27975,27976,1,W
2016,27978,27978,0,E
2017,27987,27988,1,W
2004,27930,27990,60,N
2007,27947,27990,43,S
2010,27952,27992,40,N
2013,27971,27992,21,S
2014,27974,27994,20,N
2020,27996,27996,0,N
2019,27995,27996,1,S
2024,28018,28018,0,N
2025,28019,28020,1,S
2018,27993,28036,43,E
2021,27999,28036,37,W
2022,28008,28038,30,E
2023,28011,28038,27,W
2026,28023,28040,17,E
2027,28023,28040,17,W
2029,28038,28042,4,E
2028,28035,28042,7,W
2032,28047,28048,1,W
2033,28053,28054,1,E
2034,28059,28060,1,W
2037,28068,28068,0,E
2038,28071,28072,1,W
2039,28083,28084,1,E
2040,28083,28084,1,W
2030,28040,28096,56,N
2031,28043,28096,53,S
2035,28062,28098,36,N
2036,28067,28098,31,S
2041,28084,28100,16,N
2042,28091,28100,9,S
2045,28106,28106,0,N
2048,28115,28116,1,S
2050,28128,28128,0,N
2044,28098,28140,42,E
2043,28095,28140,45,W
2047,28113,28142,29,E
2046,28107,28142,35,W
2051,28128,28144,16,E
2049,28119,28144,25,W
2054,28143,28146,3,E
2052,28131,28146,15,W
2055,28143,28148,5,W
2057,28155,28156,1,W
2058,28158,28158,0,E
2060,28167,28168,1,W
2062,28173,28174,1,E
2063,28179,28180,1,W
2065,28188,28188,0,E
2066,28191,28192,1,W
2056,28150,28200,50,N
2053,28139,28200,61,S
2061,28172,28202,30,N
2059,28163,28202,39,S
2067,28194,28204,10,N
2064,28187,28204,17,S
2070,28211,28212,1,S
2072,28216,28216,0,N
2076,28235,28236,1,S
2077,28238,28238,0,N
2068,28203,28246,43,E
2069,28203,28246,43,W
2073,28218,28248,30,E
2071,28215,28248,33,W
2075,28233,28250,17,E
2074,28227,28250,23,W
2079,28248,28252,4,E
2078,28239,28252,13,W
2080,28251,28254,3,W
2083,28263,28264,1,E
2084,28263,28264,1,W
2085,28275,28276,1,W
2086,28278,28278,0,E
2089,28287,28288,1,W
2090,28293,28294,1,E
2091,28299,28300,1,W
2082,28260,28306,46,N
2081,28259,28306,47,S
2087,28282,28308,26,N
2088,28283,28308,25,S
2092,28304,28310,6,N
2093,28307,28310,3,S
2098,28326,28326,0,N
2099,28331,28332,1,S
2103,28348,28348,0,N
2094,28308,28350,42,E
2095,28311,28350,39,W
2096,28323,28352,29,E
2097,28323,28352,29,W
2101,28338,28354,16,E
2100,28335,28354,19,W
2104,28353,28356,3,E
2102,28347,28356,9,W
2106,28359,28360,1,W
2107,28368,28368,0,E
2109,28371,28372,1,W
2111,28383,28384,1,E
2112,28383,28384,1,W
2114,28395,28396,1,W
2115,28398,28398,0,E
2117,28407,28408,1,W
2108,28370,28410,40,N
2105,28355,28410,55,S
2113,28392,28412,20,N
2110,28379,28412,33,S
2119,28414,28414,0,N
2116,28403,28414,11,S
2121,28427,28428,1,S
2124,28436,28436,0,N
2127,28451,28452,1,S
2118,28413,28456,43,E
2120,28419,28456,37,W
2122,28428,28458,30,E
2123,28431,28458,27,W
2125,28443,28460,17,E
2126,28443,28460,17,W
2130,28458,28462,4,E
2128,28455,28462,7,W
2131,28467,28468,1,W
2132,28473,28474,1,E
2134,28479,28480,1,W
2136,28488,28488,0,E
2137,28491,28492,1,W
2140,28503,28504,1,E
2141,28503,28504,1,W
2129,28458,28516,58,N
2133,28475,28516,41,S
2135,28480,28518,38,N
2138,28499,28518,19,S
2139,28502,28520,18,N
2145,28524,28524,0,N
2144,28523,28524,1,S
2149,28546,28546,0,N
2150,28547,28548,1,S
2143,28518,28560,42,E
2142,28515,28560,45,W
2147,28533,28562,29,E
2146,28527,28562,35,W
2151,28548,28564,16,E
2148,28539,28564,25,W
2153,28563,28566,3,E
2152,28551,28566,15,W
2154,28563,28568,5,W
2157,28575,28576,1,W
2158,28578,28578,0,E
2159,28587,28588,1,W
2161,28593,28594,1,E
2163,28599,28600,1,W
2164,28608,28608,0,E
2165,28611,28612,1,W
2155,28568,28620,52,N
2156,28571,28620,49,S
2160,28590,28622,32,N
2162,28595,28622,27,S
2166,28612,28624,12,N
2167,28619,28624,5,S
2170,28634,28634,0,N
2173,28643,28644,1,S
2176,28656,28656,0,N
2168,28623,28666,43,E
2169,28623,28666,43,W
2172,28638,28668,30,E
2171,28635,28668,33,W
