Car_Number,Arrive,Depart,Wait,Direction
10741,67172,67172,0,N
10743,67180,67180,0,S
10746,67198,67198,0,N
10740,67170,67200,30,E
10739,67160,67200,40,W
10744,67187,67202,15,E
10742,67174,67202,28,W
10748,67204,67204,0,E
10745,67188,67204,16,W
10747,67202,67206,4,W
10750,67216,67216,0,W
10751,67221,67222,1,E
10753,67230,67230,0,W
10755,67238,67238,0,E
10756,67244,67244,0,W
10758,67255,67256,1,E
10759,67258,67258,0,W
10752,67224,67260,36,N
10749,67208,67260,52,S
10757,67250,67262,12,N
10754,67236,67262,26,S
10760,67264,67264,0,S
10763,67276,67276,0,N
10766,67292,67292,0,S
10768,67302,67302,0,N
10761,67272,67306,34,E
10762,67272,67306,34,W
10765,67289,67308,19,E
10764,67286,67308,22,W
10769,67306,67310,4,E
10767,67300,67310,10,W
10770,67314,67314,0,W
10772,67323,67324,1,E
10774,67328,67328,0,W
10775,67340,67340,0,E
10776,67342,67342,0,W
10779,67356,67356,0,W
10780,67357,67358,1,E
10773,67328,67366,38,N
10771,67320,67366,46,S
10778,67354,67368,14,N
10777,67348,67368,20,S
10783,67376,67376,0,S
10784,67380,67380,0,N
10788,67404,67404,0,S
10789,67406,67406,0,N
10782,67374,67410,36,E
10781,67370,67410,40,W
10786,67391,67412,21,E
10785,67384,67412,28,W
10790,67408,67414,6,E
10787,67398,67414,16,W
10791,67412,67416,4,W
10792,67425,67426,1,E
10793,67426,67426,0,W
10796,67440,67440,0,W
10797,67442,67442,0,E
10798,67454,67454,0,W
10800,67459,67460,1,E
10802,67468,67468,0,W
10795,67432,67470,38,N
10794,67432,67470,38,S
10799,67458,67472,14,N
10801,67460,67472,12,S
10805,67484,67484,0,N
10806,67488,67488,0,S
10809,67510,67510,0,N
10803,67476,67516,40,E
10804,67482,67516,34,W
10807,67493,67518,25,E
10808,67496,67518,22,W
10810,67510,67520,10,E
10811,67510,67520,10,W
10813,67524,67524,0,W
10814,67527,67528,1,E
10816,67538,67538,0,W
10818,67544,67544,0,E
10819,67552,67552,0,W
10820,67561,67562,1,E
10822,67566,67566,0,W
10815,67536,67576,40,N
10812,67516,67576,60,S
10821,67562,67578,16,N
10817,67544,67578,34,S
10823,67572,67580,8,S
10826,67588,67588,0,N
10829,67600,67600,0,S
10832,67614,67614,0,N
10824,67578,67620,42,E
10825,67580,67620,40,W
10828,67595,67622,27,E
10827,67594,67622,28,W
10831,67612,67624,12,E
10830,67608,67624,16,W
10833,67622,67626,4,W
10835,67629,67630,1,E
10836,67636,67636,0,W
10838,67646,67646,0,E
10839,67650,67650,0,W
10841,67663,67664,1,E
10842,67664,67664,0,W
10844,67678,67678,0,W
10837,67640,67680,40,N
10834,67628,67680,52,S
10843,67666,67682,16,N
10840,67656,67682,26,S
10846,67684,67684,0,S
10847,67692,67692,0,N
10851,67712,67712,0,S
10853,67718,67718,0,N
10845,67680,67726,46,E
10848,67692,67726,34,W
10849,67697,67728,31,E
10850,67706,67728,22,W
10852,67714,67730,16,E
10854,67720,67730,10,W
10855,67731,67732,1,E
10856,67734,67734,0,W
10859,67748,67748,0,E
10860,67748,67748,0,W
10861,67762,67762,0,W
10862,67765,67766,1,E
10865,67776,67776,0,W
10866,67782,67782,0,E
10858,67744,67786,42,N
10857,67740,67786,46,S
10864,67770,67788,18,N
10863,67768,67788,20,S
10869,67796,67796,0,N
10868,67796,67796,0,S
10874,67822,67822,0,N
10875,67824,67824,0,S
10870,67799,67830,31,E
10867,67790,67830,40,W
10872,67816,67832,16,E
10871,67804,67832,28,W
10877,67833,67834,1,E
10873,67818,67834,16,W
10876,67832,67836,4,W
10878,67846,67846,0,W
10880,67850,67850,0,E
10882,67860,67860,0,W
10883,67867,67868,1,E
10885,67874,67874,0,W
10887,67884,67884,0,E
10888,67888,67888,0,W
10879,67848,67890,42,N
10881,67852,67890,38,S
10884,67874,67892,18,N
10886,67880,67892,12,S
10889,67900,67900,0,N
10892,67908,67908,0,S
10895,67926,67926,0,N
10890,67901,67936,35,E
10891,67902,67936,34,W
10894,67918,67938,20,E
10893,67916,67938,22,W
10897,67935,67940,5,E
10896,67930,67940,10,W
10899,67944,67944,0,W
10901,67952,67952,0,E
10902,67958,67958,0,W
10904,67969,67970,1,E
10905,67972,67972,0,W
10907,67986,67986,0,E
10908,67986,67986,0,W
10900,67952,67996,44,N
10898,67936,67996,60,S
10906,67978,67998,20,N
10903,67964,67998,34,S
10909,67992,68000,8,S
10912,68004,68004,0,N
10914,68020,68020,0,S
10917,68030,68030,0,N
10911,68003,68040,37,E
10910,68000,68040,40,W
10915,68020,68042,22,E
10913,68014,68042,28,W
10918,68037,68044,7,E
10916,68028,68044,16,W
10919,68042,68046,4,W
10921,68054,68054,0,E
10923,68056,68056,0,W
10924,68070,68070,0,W
10925,68071,68072,1,E
10928,68084,68084,0,W
10929,68088,68088,0,E
10930,68098,68098,0,W
10922,68056,68100,44,N
10920,68048,68100,52,S
10927,68082,68102,20,N
10926,68076,68102,26,S
10931,68104,68104,0,S
10933,68108,68108,0,N
10937,68132,68132,0,S
10938,68134,68134,0,N
10932,68105,68146,41,E
10934,68112,68146,34,W
10935,68122,68148,26,E
10936,68126,68148,22,W
10939,68139,68150,11,E
10940,68140,68150,10,W
10941,68154,68154,0,W
10942,68156,68156,0,E
10945,68168,68168,0,W
10946,68173,68174,1,E
10947,68182,68182,0,W
10950,68190,68190,0,E
10951,68196,68196,0,W
10944,68160,68206,46,N
10943,68160,68206,46,S
10948,68186,68208,22,N
10949,68188,68208,20,S
10954,68212,68212,0,N
10955,68216,68216,0,S
10958,68238,68238,0,N
10961,68244,68244,0,S
10952,68207,68250,43,E
10953,68210,68250,40,W
10956,68224,68252,28,E
10957,68224,68252,28,W
10960,68241,68254,13,E
10959,68238,68254,16,W
10962,68252,68256,4,W
10963,68258,68258,0,E
10965,68266,68266,0,W
10967,68275,68276,1,E
10968,68280,68280,0,W
10970,68292,68292,0,E
10971,68294,68294,0,W
10973,68308,68308,0,W
10964,68264,68310,46,N
10966,68272,68310,38,S
10969,68290,68312,22,N
10972,68300,68312,12,S
10975,68316,68316,0,N
10978,68328,68328,0,S
10980,68342,68342,0,N
10974,68309,68356,47,E
10976,68322,68356,34,W
10977,68326,68358,32,E
10979,68336,68358,22,W
10981,68343,68360,17,E
10982,68350,68360,10,W
10984,68360,68362,2,E
10985,68364,68364,0,W
10987,68377,68378,1,E
10988,68378,68378,0,W
10990,68392,68392,0,W
10992,68394,68394,0,E
10993,68406,68406,0,W
10994,68411,68412,1,E
10986,68368,68416,48,N
10983,68356,68416,60,S
10991,68394,68418,24,N
10989,68384,68418,34,S
10996,68420,68420,0,N
10995,68412,68420,8,S
11000,68449,68450,1,S
11001,68454,68454,0,N
10998,68434,68460,26,E
10997,68424,68460,36,W
11002,68457,68462,5,E
10999,68442,68462,20,W
11003,68460,68464,4,W
11004,68478,68478,0,W
11005,68480,68480,0,E
11008,68496,68496,0,W
11009,68503,68504,1,E
11010,68514,68514,0,W
11007,68488,68520,32,N
11006,68486,68520,34,S
11011,68522,68522,0,N
11012,68523,68524,1,S
11017,68556,68556,0,N
11018,68560,68560,0,S
11013,68526,68566,40,E
11014,68532,68566,34,W
11015,68549,68568,19,E
11016,68550,68568,18,W
11019,68568,68570,2,W
11020,68572,68572,0,E
11021,68586,68586,0,W
11023,68595,68596,1,E
11025,68604,68604,0,W
11026,68618,68618,0,E
11027,68622,68622,0,W
11022,68590,68626,36,N
11024,68597,68626,29,S
11028,68624,68628,4,N
11029,68634,68634,0,S
11032,68658,68658,0,N
11031,68641,68670,29,E
11030,68640,68670,30,W
11034,68664,68672,8,E
11033,68658,68672,14,W
11036,68676,68676,0,W
11037,68687,68688,1,E
11039,68694,68694,0,W
11041,68710,68710,0,E
11042,68712,68712,0,W
11038,68692,68730,38,N
11035,68671,68730,59,S
11043,68726,68732,6,N
11040,68708,68732,24,S
11046,68745,68746,1,S
11049,68760,68760,0,N
11045,68733,68776,43,E
11044,68730,68776,46,W
11048,68756,68778,22,E
11047,68748,68778,30,W
11051,68779,68780,1,E
11050,68766,68780,14,W
11053,68784,68784,0,W
11055,68802,68802,0,E
11056,68802,68802,0,W
11058,68820,68820,0,W
11059,68825,68826,1,E
11054,68794,68836,42,N
11052,68782,68836,54,S
11060,68828,68838,10,N
11057,68819,68838,19,S
11063,68856,68856,0,S
11065,68862,68862,0,N
11062,68848,68880,32,E
11061,68838,68880,42,W
11066,68871,68882,11,E
11064,68856,68882,26,W
11067,68874,68884,10,W
11068,68892,68892,0,W
11070,68894,68894,0,E
11072,68910,68910,0,W
11073,68917,68918,1,E
11074,68928,68928,0,W
11071,68896,68940,44,N
11069,68893,68940,47,S
11076,68930,68942,12,N
11075,68930,68942,12,S
11080,68964,68964,0,N
11082,68967,68968,1,S
11077,68940,68986,46,E
11078,68946,68986,40,W
11079,68963,68988,25,E
11081,68964,68988,24,W
11084,68986,68990,4,E
11083,68982,68990,8,W
11086,69000,69000,0,W
11088,69009,69010,1,E
11089,69018,69018,0,W
11091,69032,69032,0,E
11092,69036,69036,0,W
11085,68998,69046,48,N
11087,69004,69046,42,S
11090,69032,69048,16,N
11093,69041,69048,7,S
11096,69066,69066,0,N
11098,69078,69078,0,S
11095,69055,69090,35,E
11094,69054,69090,36,W
11099,69078,69092,14,E
11097,69072,69092,20,W
11100,69090,69094,4,W
11102,69101,69102,1,E
11103,69108,69108,0,W
11105,69124,69124,0,E
11106,69126,69126,0,W
11108,69144,69144,0,W
11109,69147,69148,1,E
11101,69100,69150,50,N
11104,69115,69150,35,S
11107,69134,69152,18,N
11110,69152,69152,0,S
11112,69168,69168,0,N
11115,69189,69190,1,S
11113,69170,69196,26,E
11111,69162,69196,34,W
11116,69193,69198,5,E
11114,69180,69198,18,W
11117,69198,69200,2,W
11119,69216,69216,0,E
11120,69216,69216,0,W
11122,69234,69234,0,W
11124,69239,69240,1,E
11125,69252,69252,0,W
11118,69202,69256,54,N
11121,69226,69256,30,S
11123,69236,69258,22,N
11127,69263,69264,1,S
11128,69270,69270,0,N
11126,69262,69300,38,E
11129,69270,69300,30,W
11130,69285,69302,17,E
11131,69288,69302,14,W
11134,69306,69306,0,W
11135,69308,69308,0,E
11136,69324,69324,0,W
11137,69331,69332,1,E
11140,69342,69342,0,W
11141,69354,69354,0,E
11133,69304,69360,56,N
11132,69300,69360,60,S
11139,69338,69362,24,N
11138,69337,69362,25,S
11143,69372,69372,0,N
11144,69374,69374,0,S
11145,69377,69406,29,E
11142,69360,69406,46,W
11148,69400,69408,8,E
11146,69378,69408,30,W
11147,69396,69410,14,W
11151,69414,69414,0,W
11152,69423,69424,1,E
11153,69432,69432,0,W
11155,69446,69446,0,E
11157,69450,69450,0,W
11149,69406,69466,60,N
11150,69411,69466,55,S
11154,69440,69468,28,N
11156,69448,69468,20,S
11160,69474,69474,0,N
11161,69485,69486,1,S
11165,69508,69508,0,N
11159,69469,69510,41,E
11158,69468,69510,42,W
11163,69492,69512,20,E
11162,69486,69512,26,W
11164,69504,69514,10,W
11166,69515,69516,1,E
11168,69522,69522,0,W
11169,69538,69538,0,E
11170,69540,69540,0,W
11172,69558,69558,0,W
11174,69561,69562,1,E
11171,69542,69570,28,N
11167,69522,69570,48,S
11173,69559,69572,13,S
11175,69576,69576,0,N
11179,69596,69596,0,S
11181,69610,69610,0,N
11177,69584,69616,32,E
11176,69576,69616,40,W
11180,69607,69618,11,E
11178,69594,69618,24,W
11182,69612,69620,8,W
11183,69630,69630,0,E
11184,69630,69630,0,W
11187,69648,69648,0,W
11188,69653,69654,1,E
11189,69666,69666,0,W
11186,69644,69676,32,N
11185,69633,69676,43,S
11192,69678,69678,0,N
11190,69670,69678,8,S
11196,69707,69708,1,S
11197,69712,69712,0,N
11191,69676,69720,44,E
11193,69684,69720,36,W
11194,69699,69722,23,E
11195,69702,69722,20,W
11199,69722,69724,2,E
11198,69720,69724,4,W
11200,69738,69738,0,W
11202,69745,69746,1,E
11204,69756,69756,0,W
11205,69768,69768,0,E
11206,69774,69774,0,W
11203,69746,69780,34,N
11201,69744,69780,36,S
11207,69780,69782,2,N
11208,69781,69782,1,S
11212,69814,69814,0,N
11214,69818,69818,0,S
11209,69791,69826,35,E
11210,69792,69826,34,W
11213,69814,69828,14,E
11211,69810,69828,18,W
11215,69828,69830,2,W
11216,69837,69838,1,E
11217,69846,69846,0,W
11220,69860,69860,0,E
11221,69864,69864,0,W
11223,69882,69882,0,W
11224,69883,69884,1,E
11218,69848,69886,38,N
11219,69855,69886,31,S
11222,69882,69888,6,N
11225,69892,69892,0,S
11228,69916,69916,0,N
11227,69906,69930,24,E
11226,69900,69930,30,W
11231,69929,69932,3,E
11229,69918,69932,14,W
11232,69936,69936,0,W
11234,69952,69952,0,E
11235,69954,69954,0,W
11237,69972,69972,0,W
11238,69975,69976,1,E
11233,69950,69990,40,N
11230,69929,69990,61,S
11239,69984,69992,8,N
11236,69966,69992,26,S
11242,70003,70004,1,S
11244,70018,70018,0,N
11241,69998,70036,38,E
11240,69990,70036,46,W
11245,70021,70038,17,E
11243,70008,70038,30,W
11246,70026,70040,14,W
11248,70044,70044,0,E
11249,70044,70044,0,W
11251,70062,70062,0,W
11252,70067,70068,1,E
11254,70080,70080,0,W
11256,70090,70090,0,E
11250,70052,70096,44,N
11247,70040,70096,56,S
11255,70086,70098,12,N
11253,70077,70098,21,S
11259,70114,70114,0,S
11261,70120,70120,0,N
11258,70113,70140,27,E
11257,70098,70140,42,W
11263,70136,70142,6,E
11260,70116,70142,26,W
11262,70134,70144,10,W
11265,70152,70152,0,W
11267,70159,70160,1,E
11268,70170,70170,0,W
11269,70182,70182,0,E
11272,70188,70188,0,W
11266,70154,70200,46,N
11264,70151,70200,49,S
11271,70188,70202,14,N
11270,70188,70202,14,S
11275,70222,70222,0,N
11277,70225,70226,1,S
11273,70205,70246,41,E
11274,70206,70246,40,W
11278,70228,70248,20,E
11276,70224,70248,24,W
11279,70242,70250,8,W
11280,70251,70252,1,E
11282,70260,70260,0,W
11284,70274,70274,0,E
11285,70278,70278,0,W
11287,70296,70296,0,W
11288,70297,70298,1,E
11281,70256,70306,50,N
11283,70262,70306,44,S
11286,70290,70308,18,N
11289,70299,70308,9,S
11292,70324,70324,0,N
11294,70336,70336,0,S
11291,70320,70350,30,E
11290,70314,70350,36,W
11295,70343,70352,9,E
11293,70332,70352,20,W
11296,70350,70354,4,W
11298,70366,70366,0,E
11299,70368,70368,0,W
11301,70386,70386,0,W
11302,70389,70390,1,E
11304,70404,70404,0,W
11297,70358,70410,52,N
11300,70373,70410,37,S
11303,70392,70412,20,N
11305,70410,70412,2,S
11308,70426,70426,0,N
11311,70447,70448,1,S
11306,70412,70456,44,E
11307,70422,70456,34,W
11309,70435,70458,23,E
11310,70440,70458,18,W
11312,70458,70460,2,E
11313,70458,70460,2,W
11315,70476,70476,0,W
11316,70481,70482,1,E
11319,70494,70494,0,W
11320,70504,70504,0,E
11321,70512,70512,0,W
11314,70460,70516,56,N
11317,70484,70516,32,S
11318,70494,70518,24,N
11322,70521,70522,1,S
11324,70528,70528,0,N
11328,70558,70558,0,S
11323,70527,70560,33,E
11325,70530,70560,30,W
11327,70550,70562,12,E
11326,70548,70562,14,W
11330,70566,70566,0,W
11331,70573,70574,1,E
11332,70584,70584,0,W
11335,70596,70596,0,E
11336,70602,70602,0,W
11329,70562,70620,58,N
11333,70595,70620,25,S
11334,70596,70622,26,N
11339,70630,70630,0,N
11340,70632,70632,0,S
11344,70664,70664,0,N
11337,70619,70666,47,E
11338,70620,70666,46,W
11342,70642,70668,26,E
11341,70638,70668,30,W
11345,70665,70670,5,E
11343,70656,70670,14,W
11347,70674,70674,0,W
11348,70688,70688,0,E
11349,70692,70692,0,W
11352,70710,70710,0,W
11353,70711,70712,1,E
11350,70698,70726,28,N
11346,70669,70726,57,S
11351,70706,70728,22,S
11355,70732,70732,0,N
11357,70743,70744,1,S
11361,70766,70766,0,N
11356,70734,70770,36,E
11354,70728,70770,42,W
11359,70757,70772,15,E
11358,70746,70772,26,W
11360,70764,70774,10,W
11363,70780,70780,0,E
11364,70782,70782,0,W
11366,70800,70800,0,W
11367,70803,70804,1,E
11369,70818,70818,0,W
11370,70826,70826,0,E
11365,70800,70830,30,N
11362,70780,70830,50,S
11368,70817,70832,15,S
11371,70834,70834,0,N
11374,70854,70854,0,S
11376,70868,70868,0,N
11373,70849,70876,27,E
11372,70836,70876,40,W
11377,70872,70878,6,E
11375,70854,70878,24,W
11378,70872,70880,8,W
11379,70890,70890,0,W
11381,70895,70896,1,E
11383,70908,70908,0,W
11384,70918,70918,0,E
11385,70926,70926,0,W
11382,70902,70936,34,N
11380,70891,70936,45,S
11387,70936,70938,2,N
11386,70928,70938,10,S
11392,70965,70966,1,S
11393,70970,70970,0,N
11388,70941,70980,39,E
11389,70944,70980,36,W
11391,70964,70982,18,E
11390,70962,70982,20,W
11394,70980,70984,4,W
11395,70987,70988,1,E
11396,70998,70998,0,W
11399,71010,71010,0,E
11400,71016,71016,0,W
11401,71033,71034,1,E
11402,71034,71034,0,W
11398,71004,71040,36,N
11397,71002,71040,38,S
11403,71038,71042,4,N
11404,71039,71042,3,S
11408,71072,71072,0,N
11409,71076,71076,0,S
11406,71056,71086,30,E
11405,71052,71086,34,W
11410,71079,71088,9,E
11407,71070,71088,18,W
11411,71088,71090,2,W
11412,71102,71102,0,E
11414,71106,71106,0,W
11416,71124,71124,0,W
11417,71125,71126,1,E
11419,71142,71142,0,W
11413,71106,71146,40,N
11415,71113,71146,33,S
11418,71140,71148,8,N
11421,71150,71150,0,S
11424,71174,71174,0,N
11426,71187,71188,1,S
11420,71148,71190,42,E
11422,71160,71190,30,W
11423,71171,71192,21,E
11425,71178,71192,14,W
11427,71194,71194,0,E
11428,71196,71196,0,W
11430,71214,71214,0,W
11431,71217,71218,1,E
11433,71232,71232,0,W
11434,71240,71240,0,E
11429,71208,71250,42,N
11432,71224,71250,26,S
11435,71242,71252,10,N
11437,71261,71262,1,S
11440,71276,71276,0,N
11438,71263,71296,33,E
11436,71250,71296,46,W
11441,71286,71298,12,E
11439,71268,71298,30,W
11442,71286,71300,14,W
11444,71304,71304,0,W
11445,71309,71310,1,E
11447,71322,71322,0,W
11448,71332,71332,0,E
11450,71340,71340,0,W
11446,71310,71356,46,N
11443,71298,71356,58,S
11451,71344,71358,14,N
11449,71335,71358,23,S
11454,71372,71372,0,S
11456,71378,71378,0,N
11452,71355,71400,45,E
11453,71358,71400,42,W
11457,71378,71402,24,E
11455,71376,71402,26,W
11459,71401,71404,3,E
11458,71394,71404,10,W
11462,71412,71412,0,W
11463,71424,71424,0,E
11464,71430,71430,0,W
11467,71447,71448,1,E
11468,71448,71448,0,W
11461,71412,71460,48,N
11460,71409,71460,51,S
11466,71446,71462,16,N
11465,71446,71462,16,S
11471,71480,71480,0,N
11472,71483,71484,1,S
11470,71470,71506,36,E
11469,71466,71506,40,W
11474,71493,71508,15,E
11473,71484,71508,24,W
11475,71502,71510,8,W
11477,71516,71516,0,E
11479,71520,71520,0,W
11480,71538,71538,0,W
11481,71539,71540,1,E
11483,71556,71556,0,W
11485,71562,71562,0,E
11476,71514,71566,52,N
11478,71520,71566,46,S
11482,71548,71568,20,N
11484,71557,71568,11,S
11487,71582,71582,0,N
11490,71594,71594,0,S
11488,71585,71610,25,E
11486,71574,71610,36,W
11491,71608,71612,4,E
11489,71592,71612,20,W
11492,71610,71614,4,W
11494,71628,71628,0,W
11496,71631,71632,1,E
11497,71646,71646,0,W
11499,71654,71654,0,E
11500,71664,71664,0,W
11493,71616,71670,54,N
11495,71631,71670,39,S
11498,71650,71672,22,N
11501,71668,71672,4,S
11504,71684,71684,0,N
11507,71705,71706,1,S
11502,71677,71716,39,E
11503,71682,71716,34,W
11505,71700,71718,18,E
11506,71700,71718,18,W
11509,71718,71720,2,W
11510,71723,71724,1,E
11511,71736,71736,0,W
11513,71746,71746,0,E
11515,71754,71754,0,W
11516,71769,71770,1,E
11517,71772,71772,0,W
11508,71718,71776,58,N
11512,71742,71776,34,S
11514,71752,71778,26,N
11518,71779,71780,1,S
11519,71786,71786,0,N
11524,71816,71816,0,S
11521,71792,71820,28,E
11520,71790,71820,30,W
11523,71815,71822,7,E
11522,71808,71822,14,W
11526,71826,71826,0,W
11527,71838,71838,0,E
11528,71844,71844,0,W
11531,71861,71862,1,E
11532,71862,71862,0,W
11525,71820,71880,60,N
11529,71853,71880,27,S
11530,71854,71882,28,N
11535,71888,71888,0,N
11536,71890,71890,0,S
11540,71922,71922,0,N
11534,71884,71926,42,E
11533,71880,71926,46,W
11538,71907,71928,21,E
11537,71898,71928,30,W
11542,71930,71930,0,E
11539,71916,71930,14,W
11543,71934,71934,0,W
11544,71952,71952,0,W
11545,71953,71954,1,E
11548,71970,71970,0,W
11549,71976,71976,0,E
11546,71956,71986,30,N
11541,71927,71986,59,S
11547,71964,71988,24,S
11551,71990,71990,0,N
11553,72001,72002,1,S
11556,72024,72024,0,N
11552,71999,72030,31,E
11550,71988,72030,42,W
11555,72022,72032,10,E
11554,72006,72032,26,W
11557,72029,72034,5,W
11559,72051,72052,1,E
11560,72052,72052,0,W
11562,72075,72076,1,W
11563,72080,72080,0,E
11561,72068,72090,22,N
11558,72049,72090,41,S
11564,72097,72098,1,S
11567,72112,72112,0,N
11566,72109,72136,27,E
11565,72098,72136,38,W
11569,72138,72138,0,E
11568,72121,72138,17,W
11570,72144,72144,0,W
11573,72167,72168,1,E
11574,72167,72168,1,W
11575,72190,72190,0,W
11572,72156,72196,40,N
11571,72145,72196,51,S
11576,72193,72198,5,S
11578,72200,72200,0,N
11577,72196,72240,44,E
11579,72213,72240,27,W
11580,72225,72242,17,E
11581,72236,72242,6,W
11584,72254,72254,0,E
11585,72259,72260,1,W
11586,72282,72282,0,W
11587,72283,72284,1,E
11583,72244,72300,56,N
11582,72241,72300,59,S
11588,72288,72302,14,N
11589,72289,72302,13,S
11593,72332,72332,0,N
11594,72337,72338,1,S
11591,72312,72346,34,E
11590,72305,72346,41,W
11595,72341,72348,7,E
11592,72328,72348,20,W
11596,72351,72352,1,W
11597,72370,72370,0,E
11598,72374,72374,0,W
11601,72397,72398,1,W
11602,72399,72400,1,E
11599,72376,72406,30,N
11600,72385,72406,21,S
11603,72420,72420,0,N
11606,72433,72434,1,S
11605,72428,72450,22,E
11604,72420,72450,30,W
11607,72443,72452,9,W
11608,72457,72458,1,E
11610,72466,72466,0,W
11612,72486,72486,0,E
11613,72489,72490,1,W
11609,72464,72510,46,N
11611,72481,72510,29,S
11614,72508,72512,4,N
11617,72529,72530,1,S
11620,72552,72552,0,N
11616,72515,72556,41,E
11615,72512,72556,44,W
11619,72544,72558,14,E
11618,72535,72558,23,W
11621,72558,72560,2,W
11622,72573,72574,1,E
11624,72581,72582,1,W
11626,72602,72602,0,E
11627,72604,72604,0,W
11625,72596,72616,20,N
11623,72577,72616,39,S
11628,72625,72626,1,S
11631,72640,72640,0,N
11630,72631,72660,29,E
11629,72627,72660,33,W
11633,72660,72662,2,E
11632,72650,72662,12,W
11635,72673,72674,1,W
11637,72689,72690,1,E
11638,72696,72696,0,W
11639,72718,72718,0,E
11636,72684,72720,36,N
11634,72673,72720,47,S
11641,72721,72722,1,S
11642,72728,72728,0,N
11644,72747,72766,19,E
11640,72719,72766,47,W
11643,72742,72768,26,W
11645,72765,72770,5,W
11648,72776,72776,0,E
11649,72788,72788,0,W
11650,72805,72806,1,E
11651,72811,72812,1,W
11647,72772,72826,54,N
11646,72769,72826,57,S
11652,72816,72828,12,N
11653,72817,72828,11,S
11657,72860,72860,0,N
11659,72865,72866,1,S
11654,72834,72870,36,E
11655,72834,72870,36,W
11658,72863,72872,9,E
11656,72857,72872,15,W
11660,72880,72880,0,W
11661,72892,72892,0,E
11662,72903,72904,1,W
11665,72921,72922,1,E
11666,72926,72926,0,W
11663,72904,72930,26,N
11664,72913,72930,17,S
11667,72948,72948,0,N
11670,72961,72962,1,S
11669,72950,72976,26,E
11668,72949,72976,27,W
11671,72972,72978,6,W
11672,72979,72980,1,E
11674,72995,72996,1,W
11675,73008,73008,0,E
11677,73018,73018,0,W
11673,72992,73036,44,N
11676,73009,73036,27,S
11678,73036,73038,2,N
11681,73057,73058,1,S
11679,73037,73080,43,E
11680,73041,73080,39,W
11683,73066,73082,16,E
11682,73064,73082,18,W
11685,73087,73088,1,W
11686,73095,73096,1,E
11688,73110,73110,0,W
11690,73124,73124,0,E
11691,73133,73134,1,W
11684,73080,73140,60,N
11687,73105,73140,35,S
11689,73124,73142,18,N
11692,73153,73154,1,S
11695,73168,73168,0,N
11693,73153,73186,33,E
11694,73156,73186,30,W
11697,73182,73188,6,E
11696,73179,73188,9,W
11699,73202,73202,0,W
11700,73211,73212,1,E
11702,73225,73226,1,W
11703,73240,73240,0,E
11701,73212,73246,34,N
11698,73201,73246,45,S
11705,73249,73250,1,S
11706,73256,73256,0,N
11707,73269,73290,21,E
11704,73248,73290,42,W
11708,73271,73292,21,W
11709,73294,73294,0,W
11711,73298,73298,0,E
11713,73317,73318,1,W
11714,73327,73328,1,E
11715,73340,73340,0,W
11712,73300,73350,50,N
11710,73297,73350,53,S
11716,73344,73352,8,N
11717,73345,73352,7,S
11722,73388,73388,0,N
11723,73393,73394,1,S
11718,73356,73396,40,E
11719,73363,73396,33,W
11720,73385,73398,13,E
11721,73386,73398,12,W
11724,73409,73410,1,W
11725,73414,73414,0,E
11727,73432,73432,0,W
11729,73443,73444,1,E
11726,73432,73456,24,N
11728,73441,73456,15,S
11732,73476,73476,0,N
11734,73489,73490,1,S
11731,73472,73500,28,E
11730,73455,73500,45,W
11735,73501,73502,1,E
11733,73478,73502,24,W
11736,73501,73504,3,W
11738,73524,73524,0,W
11739,73530,73530,0,E
11741,73547,73548,1,W
11737,73520,73560,40,N
11740,73537,73560,23,S
11743,73564,73564,0,N
11745,73585,73586,1,S
11742,73559,73606,47,E
11744,73570,73606,36,W
11746,73588,73608,20,E
11747,73593,73608,15,W
11749,73616,73616,0,W
11750,73617,73618,1,E
11752,73639,73640,1,W
11753,73646,73646,0,E
11755,73662,73662,0,W
11748,73608,73666,58,N
11751,73633,73666,33,S
11754,73652,73668,16,N
11757,73681,73682,1,S
11759,73696,73696,0,N
11756,73675,73710,35,E
11758,73685,73710,25,W
11760,73704,73712,8,E
11761,73708,73712,4,W
11763,73731,73732,1,W
11764,73733,73734,1,E
11766,73754,73754,0,W
11767,73762,73762,0,E
11765,73740,73770,30,N
11762,73729,73770,41,S
11768,73777,73778,1,S
11770,73784,73784,0,N
11771,73791,73816,25,E
11769,73777,73816,39,W
11772,73800,73818,18,W
11773,73820,73820,0,E
11774,73823,73824,1,W
11777,73846,73846,0,W
11778,73849,73850,1,E
11779,73869,73870,1,W
11776,73828,73876,48,N
11775,73825,73876,51,S
11780,73872,73878,6,N
11781,73873,73878,5,S
11786,73916,73916,0,N
11782,73878,73920,42,E
11783,73892,73920,28,W
11784,73907,73922,15,E
11785,73915,73922,7,W
11788,73936,73936,0,E
11789,73938,73938,0,W
11791,73961,73962,1,W
11792,73965,73966,1,E
11790,73960,73980,20,N
11787,73921,73980,59,S
11793,73969,73982,13,S
11796,74004,74004,0,N
11798,74017,74018,1,S
11795,73994,74026,32,E
11794,73984,74026,42,W
11799,74023,74028,5,E
11797,74007,74028,21,W
11800,74030,74030,0,W
11802,74052,74052,0,E
11803,74053,74054,1,W
11805,74076,74076,0,W
11806,74081,74082,1,E
11801,74048,74086,38,N
11804,74065,74086,21,S
11807,74092,74092,0,N
11810,74113,74114,1,S
11809,74110,74130,20,E
11808,74099,74130,31,W
11811,74122,74132,10,W
11813,74139,74140,1,E
11814,74145,74146,1,W
